id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
8657,Toyota,RAV4,2015,107869,2024-06-13,3,Automático
8658,Mercedes-Benz,E-Class,2007,39282,2024-07-28,3,Manual
8659,Honda,HR-V,2017,289043,2024-09-06,9,Automático
8660,Renault,Kwid,2018,62049,2024-05-22,2,Automático
8661,Chevrolet,Tracker,2009,19801,2024-04-11,1,Manual
8662,Peugeot,Partner,2015,259459,2024-09-02,17,Manual
8663,Chevrolet,Prisma,2020,44823,2024-04-10,1,Automático
8664,Kia,Carnival,2021,86855,2024-08-27,6,Manual
8665,Kia,Soul,2020,109953,2024-08-27,9,Manual
8666,Mitsubishi,Galant,2013,75374,2024-08-28,5,Manual
8667,Peugeot,Expert,2018,257878,2024-08-21,9,Automático
8668,Renault,Mégane,2018,27338,2024-08-06,1,Automático
8669,Fiat,Palio,2018,218283,2024-08-26,14,Manual
8670,BMW,118i,2018,63321,2024-08-15,2,Automático
8671,Nissan,Titan,2007,295217,2024-09-06,19,Manual
8672,Chevrolet,Cruz,2009,262367,2024-08-20,17,Manual
8673,Toyota,Etios,2012,240758,2024-08-29,18,Manual
8674,Peugeot,2008,2022,63771,2024-05-25,2,Automático
8675,Nissan,Frontier,2022,279611,2024-08-06,9,Automático
8676,Toyota,Fortuner,2007,294960,2024-08-18,10,Automático
8677,Nissan,Titan,2014,47034,2024-07-20,3,Manual
8678,Ford,Fusion,2019,228572,2024-08-21,15,Manual
8679,Peugeot,308,2010,191320,2024-09-02,13,Manual
8680,Nissan,Altima,2016,221850,2024-08-24,21,Manual
8681,Kia,Optima,2009,139374,2024-08-17,11,Manual
8682,Toyota,Camry,2015,292482,2024-08-11,10,Automático
8683,BMW,M3,2007,158620,2024-09-05,15,Manual
8684,Mitsubishi,L200,2016,43577,2024-04-01,1,Automático
8685,Fiat,Uno,2014,200984,2024-08-21,8,Automático
8686,Fiat,Palio,2015,106136,2024-08-30,8,Manual
8687,Toyota,Hilux,2012,102395,2024-06-28,4,Automático
8688,Subaru,Forester,2022,160900,2024-08-24,14,Manual
8689,Fiat,Strada,2014,157548,2024-08-17,5,Automático
8690,Chevrolet,Tracker,2019,279737,2024-08-22,11,Automático
8691,Fiat,Bravo,2009,186867,2024-09-05,6,Automático
8692,Mitsubishi,Outlander Sport,2020,266525,2024-08-29,8,Automático
8693,BMW,118i,2008,164451,2024-08-22,16,Manual
8694,Renault,Logan,2008,290803,2024-08-25,10,Automático
8695,Renault,Kwid,2021,214171,2024-08-25,21,Manual
8696,Chevrolet,Sonic,2008,274672,2024-09-07,18,Manual
8697,Ford,F-150,2012,212358,2024-08-30,15,Manual
8698,Peugeot,208,2011,79840,2024-07-09,2,Automático
8699,Volkswagen,Up!,2023,118481,2024-09-02,11,Manual
8700,Chevrolet,Cobalt,2018,129238,2024-09-06,12,Manual
8701,Mercedes-Benz,E-Class,2022,157613,2024-08-27,11,Manual
8702,Mercedes-Benz,S-Class,2022,274344,2024-08-21,18,Manual
8703,Kia,Carnival,2019,252388,2024-09-01,10,Automático
8704,Mercedes-Benz,CLA,2017,116671,2024-08-16,7,Manual
8705,Ford,Explorer,2019,233269,2024-08-15,8,Automático
8706,Hyundai,Veloster,2019,125066,2024-08-14,5,Automático
8707,Peugeot,301,2015,199811,2024-08-03,6,Automático
8708,Jeep,Liberty,2013,36720,2024-07-31,3,Manual
8709,Honda,Odyssey,2020,9311,2024-07-22,1,Automático
8710,Nissan,Titan,2019,160351,2024-08-26,6,Automático
8711,Kia,Stonic,2016,40945,2024-07-03,1,Automático
8712,Nissan,Rogue,2011,37813,2024-09-06,3,Manual
8713,Kia,Soul,2007,137201,2024-08-13,4,Automático
8714,Jeep,Liberty,2013,149063,2024-08-31,14,Manual
8715,Mercedes-Benz,C-Class,2007,251211,2024-08-11,10,Automático
8716,Volkswagen,Touareg,2015,263503,2024-08-31,8,Automático
8717,Chevrolet,Cobalt,2015,272985,2024-08-09,9,Automático
8718,Toyota,C-HR,2013,72409,2024-05-26,2,Automático
8719,Toyota,Hilux,2018,11772,2024-06-15,2,Manual
8720,Chevrolet,S10,2020,120615,2024-08-31,4,Automático
8721,Mercedes-Benz,G-Class,2012,124948,2024-07-11,4,Automático
8722,Nissan,Versa,2007,163456,2024-07-26,6,Automático
8723,Jeep,Gladiator,2018,114762,2024-07-30,7,Manual
8724,Subaru,Outback,2007,233523,2024-09-05,19,Manual
8725,Chevrolet,Sonic,2018,231850,2024-09-03,21,Manual
8726,Toyota,Vios,2019,133370,2024-08-10,5,Automático
8727,Hyundai,HB20,2009,175939,2024-08-21,5,Automático
8728,Fiat,Doblò,2016,183656,2024-08-25,7,Automático
8729,Peugeot,308,2018,71765,2024-08-25,6,Manual
8730,Chevrolet,Cruz,2019,97161,2024-07-17,3,Automático
8731,Renault,Kwid,2008,84343,2024-08-17,2,Automático
8732,Fiat,Strada,2014,276301,2024-09-02,26,Manual
8733,Peugeot,308,2008,281309,2024-08-30,11,Automático
8734,Mitsubishi,Outlander,2020,239955,2024-08-29,16,Manual
8735,Renault,Kangoo,2022,177477,2024-07-22,5,Automático
8736,Subaru,BRZ,2018,211204,2024-08-24,17,Manual
8737,Toyota,C-HR,2020,30519,2024-05-13,1,Automático
8738,BMW,i3,2015,227424,2024-09-07,16,Manual
8739,Mercedes-Benz,A-Class,2016,48418,2024-08-20,4,Manual
8740,Mitsubishi,L200,2021,272447,2024-08-23,9,Automático
8741,Toyota,Hilux,2012,182578,2024-08-30,16,Manual
8742,Ford,Mustang,2019,184007,2024-09-06,6,Automático
8743,Toyota,Camry,2009,184726,2024-07-24,6,Automático
8744,Subaru,BRZ,2013,157306,2024-08-27,13,Manual
8745,Fiat,Argo,2021,101693,2024-09-06,6,Manual
8746,Ford,Focus,2010,138683,2024-08-10,4,Automático
8747,Honda,HR-V,2022,256585,2024-09-01,10,Automático
8748,Chevrolet,Camaro,2017,231017,2024-08-29,21,Manual
8749,Kia,Sportage,2014,88034,2024-07-15,2,Automático
8750,Toyota,Vios,2020,182949,2024-08-28,7,Automático
8751,Renault,Logan,2014,269999,2024-08-12,8,Automático
8752,Peugeot,Partner,2018,218689,2024-08-24,14,Manual
8753,Peugeot,Partner,2008,105268,2024-08-27,3,Automático
8754,Mitsubishi,L200,2022,239098,2024-08-24,9,Automático
8755,Volkswagen,Polo,2012,194281,2024-08-12,7,Automático
8756,Jeep,Grand Cherokee,2020,162033,2024-08-17,14,Manual
8757,Toyota,Hilux,2023,145468,2024-07-04,4,Automático
8758,Subaru,BRZ,2009,28863,2024-08-22,1,Automático
8759,Jeep,Compass,2020,57005,2024-08-03,1,Automático
8760,Hyundai,HB20,2015,220167,2024-08-27,18,Manual
8761,Chevrolet,Sonic,2011,209479,2024-08-01,7,Automático
8762,Honda,Accord,2019,25311,2024-08-18,2,Manual
8763,Renault,Duster,2021,23875,2024-07-07,1,Automático
8764,Kia,Optima,2007,33597,2024-08-02,3,Manual
8765,Subaru,Impreza,2023,93406,2024-07-22,3,Automático
8766,Nissan,Frontier,2008,156413,2024-09-06,14,Manual
8767,Renault,Mégane,2016,174340,2024-08-31,17,Manual
8768,Honda,CR-V,2014,36512,2024-04-24,1,Automático
8769,Peugeot,Expert,2007,126133,2024-08-07,10,Manual
8770,Ford,Explorer,2016,193624,2024-07-29,7,Automático
8771,Fiat,Doblò,2018,89933,2024-08-02,7,Manual
8772,Hyundai,Santa Fe,2014,194758,2024-09-04,17,Manual
8773,Mercedes-Benz,CLA,2019,252215,2024-08-30,25,Manual
8774,Mitsubishi,Outlander Sport,2008,275814,2024-08-16,10,Automático
8775,Jeep,Compass,2022,188483,2024-08-30,12,Manual
8776,Chevrolet,Trailblazer,2011,261183,2024-09-05,26,Manual
8777,Hyundai,Santa Fe,2007,208958,2024-08-20,15,Manual
8778,Ford,Fiesta,2010,30553,2024-09-01,2,Manual
8779,Renault,Clio,2017,30996,2024-07-18,1,Automático
8780,Hyundai,Azera,2023,44669,2024-08-15,1,Automático
8781,Ford,Kuga,2017,169036,2024-08-20,5,Automático
8782,Chevrolet,Trailblazer,2011,57195,2024-08-29,1,Automático
8783,Nissan,370Z,2020,13444,2024-03-27,1,Automático
8784,Subaru,Legacy,2008,62284,2024-07-08,2,Automático
8785,BMW,X3,2012,177170,2024-08-26,15,Manual
8786,Volkswagen,Virtus,2010,93760,2024-07-27,6,Manual
8787,Chevrolet,Spin,2014,290158,2024-08-13,11,Automático
8788,Jeep,Liberty,2007,262212,2024-09-07,24,Manual
8789,Hyundai,HB20,2012,55388,2024-06-30,4,Manual
8790,Volkswagen,T-Cross,2008,87821,2024-08-17,5,Manual
8791,Toyota,Vios,2007,108042,2024-07-28,4,Automático
8792,Renault,Mégane,2021,17920,2024-07-16,2,Manual
8793,Hyundai,i30,2016,129661,2024-07-11,5,Automático
8794,Nissan,370Z,2022,8411,2024-06-11,1,Automático
8795,Peugeot,308,2023,35656,2024-09-08,3,Manual
8796,Volkswagen,Passat,2022,102866,2024-08-29,4,Automático
8797,Jeep,Cherokee Trailhawk,2018,11346,2024-05-25,1,Automático
8798,Peugeot,Partner,2011,278194,2024-08-27,21,Manual
8799,Fiat,Mobi,2011,93102,2024-08-01,7,Manual
8800,Jeep,Grand Cherokee,2009,193715,2024-08-25,17,Manual
8801,Ford,F-150,2009,96987,2024-08-21,9,Manual
8802,Nissan,X-Trail,2012,218557,2024-09-08,7,Automático
8803,Mercedes-Benz,G-Class,2017,139589,2024-09-07,13,Manual
8804,Honda,HR-V,2023,51945,2024-06-14,1,Automático
8805,Toyota,Camry,2022,241900,2024-08-24,17,Manual
8806,Chevrolet,Prisma,2023,42831,2024-08-30,4,Manual
8807,Chevrolet,Cruz,2020,221244,2024-08-24,7,Automático
8808,BMW,530i,2007,187973,2024-09-03,14,Manual
8809,Mitsubishi,Outlander Sport,2007,195639,2024-09-03,7,Automático
8810,Jeep,Wrangler,2020,43339,2024-07-13,2,Manual
8811,BMW,X3,2007,290118,2024-08-28,20,Manual
8812,Subaru,Ascent,2008,34770,2024-08-07,2,Manual
8813,Jeep,Commander,2013,43358,2024-04-17,1,Automático
8814,Toyota,Land Cruiser,2022,76189,2024-08-18,5,Manual
8815,BMW,740i,2009,177299,2024-08-11,7,Automático
8816,Nissan,X-Trail,2020,164283,2024-08-24,6,Automático
8817,Kia,Carnival,2009,14822,2024-06-05,2,Manual
8818,Kia,Picanto,2019,15601,2024-05-29,1,Automático
8819,Mitsubishi,Galant,2021,175658,2024-09-07,7,Automático
8820,Nissan,March,2016,113246,2024-07-24,4,Automático
8821,Mitsubishi,Eclipse Cross,2021,121757,2024-07-27,4,Automático
8822,Nissan,Kicks,2013,43972,2024-07-31,1,Automático
8823,Renault,Clio,2008,10959,2024-05-12,1,Automático
8824,Ford,F-150,2007,267242,2024-09-02,10,Automático
8825,Volkswagen,Arteon,2022,47426,2024-08-02,1,Automático
8826,Renault,Captur,2020,284043,2024-08-13,11,Automático
8827,Kia,Sportage,2017,250170,2024-08-07,10,Automático
8828,Subaru,BRZ,2018,6137,2024-04-06,1,Automático
8829,Subaru,XV,2007,156534,2024-08-27,6,Automático
8830,Subaru,BRZ,2011,36707,2024-05-20,2,Manual
8831,Honda,CR-V,2015,202561,2024-09-05,15,Manual
8832,Kia,Carnival,2023,20612,2024-08-13,2,Manual
8833,Ford,Explorer,2020,256704,2024-09-02,24,Manual
8834,Subaru,Forester,2021,141857,2024-09-03,4,Automático
8835,Toyota,Corolla,2012,185280,2024-09-07,16,Manual
8836,Fiat,Bravo,2016,174596,2024-08-29,17,Manual
8837,Fiat,Strada,2007,158556,2024-09-02,15,Manual
8838,Fiat,Palio,2014,177018,2024-09-03,16,Manual
8839,BMW,530i,2015,266389,2024-09-02,21,Manual
8840,Jeep,Gladiator,2009,91734,2024-07-25,6,Manual
8841,Nissan,Frontier,2010,63928,2024-08-18,5,Manual
8842,Volkswagen,Polo,2007,269205,2024-08-04,9,Automático
8843,Renault,Logan,2015,144341,2024-07-22,5,Automático
8844,Mitsubishi,Montero,2007,284487,2024-08-09,10,Automático
8845,Hyundai,Veloster,2023,213815,2024-09-08,18,Manual
8846,Renault,Captur,2010,221177,2024-08-20,8,Automático
8847,Fiat,Fiorino,2020,117293,2024-08-20,7,Manual
8848,Peugeot,5008,2012,204373,2024-08-31,8,Automático
8849,Volkswagen,T-Cross,2014,267497,2024-09-06,23,Manual
8850,Volkswagen,Passat,2009,259753,2024-08-14,9,Automático
8851,Toyota,Fortuner,2009,295804,2024-08-08,9,Automático
8852,Subaru,Forester,2021,294710,2024-08-21,10,Automático
8853,Jeep,Cherokee,2019,29509,2024-03-14,1,Manual
8854,Honda,CR-V,2017,297579,2024-08-26,9,Automático
8855,Honda,Odyssey,2018,90467,2024-06-19,3,Automático
8856,Mercedes-Benz,SLC,2009,220899,2024-09-07,15,Manual
8857,Nissan,Kicks,2021,277318,2024-08-11,10,Automático
8858,Volkswagen,Amarok,2017,8000,2024-04-18,1,Automático
8859,Kia,Picanto,2015,268166,2024-08-16,10,Automático
8860,Toyota,Fortuner,2015,106898,2024-08-28,3,Automático
8861,Fiat,Toro,2009,31568,2024-03-12,1,Automático
8862,Volkswagen,Jetta,2017,241875,2024-08-12,9,Automático
8863,Hyundai,Elantra,2008,9715,2024-09-03,1,Manual
8864,Subaru,WRX,2021,131015,2024-08-10,10,Manual
8865,Jeep,Wrangler,2014,6150,2024-05-21,1,Automático
8866,Chevrolet,Prisma,2022,173007,2024-08-21,15,Manual
8867,Hyundai,Elantra,2010,167118,2024-08-27,15,Manual
8868,BMW,X1,2010,134549,2024-08-25,9,Manual
8869,Chevrolet,Prisma,2014,19753,2024-06-26,1,Automático
8870,Jeep,Commander,2021,194180,2024-07-26,7,Automático
8871,Mercedes-Benz,GLC,2014,11190,2024-03-26,1,Automático
8872,Mercedes-Benz,GLC,2009,109975,2024-08-27,4,Automático
8873,Ford,Ranger,2019,14172,2024-08-05,1,Manual
8874,Mitsubishi,L200,2015,11617,2024-04-29,1,Manual
8875,Hyundai,HB20,2022,120873,2024-09-04,10,Manual
8876,Mitsubishi,Montero,2017,8715,2024-04-02,1,Manual
8877,Subaru,XV,2016,22054,2024-08-29,2,Manual
8878,BMW,M3,2015,192947,2024-08-10,6,Automático
8879,Toyota,Vios,2016,72117,2024-07-15,4,Manual
8880,Ford,Explorer,2023,154047,2024-08-18,13,Manual
8881,Mercedes-Benz,SLC,2022,6912,2024-08-07,1,Automático
8882,Ford,Fusion,2016,85462,2024-08-06,2,Automático
8883,Volkswagen,Polo,2008,184349,2024-07-19,6,Automático
8884,Ford,Fusion,2015,206048,2024-08-08,8,Automático
8885,Mercedes-Benz,GLC,2014,37567,2024-03-13,1,Automático
8886,Chevrolet,Trailblazer,2018,172831,2024-08-31,11,Manual
8887,BMW,M3,2019,148195,2024-08-28,10,Manual
8888,Jeep,Commander,2018,22526,2024-08-19,1,Automático
8889,Peugeot,Partner,2010,63788,2024-08-22,2,Automático
8890,Jeep,Cherokee,2007,124319,2024-08-26,4,Automático
8891,Toyota,Land Cruiser,2017,197203,2024-08-28,16,Manual
8892,Ford,EcoSport,2017,165886,2024-09-06,16,Manual
8893,Fiat,Fiorino,2011,67794,2024-08-27,2,Automático
8894,Fiat,Fiorino,2015,47146,2024-07-25,3,Manual
8895,Nissan,370Z,2015,21769,2024-07-01,1,Automático
8896,Hyundai,Elantra,2012,254515,2024-08-30,18,Manual
8897,Fiat,Uno,2016,101051,2024-09-07,6,Manual
8898,Honda,Accord,2018,238183,2024-08-27,21,Manual
8899,Ford,Explorer,2019,218722,2024-08-29,19,Manual
8900,Fiat,Strada,2012,213728,2024-08-24,21,Manual
8901,Toyota,Fortuner,2010,223268,2024-08-23,20,Manual
8902,Toyota,Fortuner,2014,56629,2024-06-14,3,Manual
8903,Nissan,370Z,2014,242220,2024-08-27,22,Manual
8904,Mercedes-Benz,CLA,2010,14221,2024-08-15,1,Automático
8905,Honda,Odyssey,2013,15150,2024-08-30,1,Automático
8906,Hyundai,HB20,2015,98133,2024-07-19,6,Manual
8907,Nissan,Frontier,2017,255401,2024-08-24,9,Automático
8908,Peugeot,Partner,2012,215009,2024-09-07,16,Manual
8909,Ford,Ranger,2021,295818,2024-08-15,10,Automático
8910,Nissan,Titan,2020,14625,2024-08-25,1,Manual
8911,Volkswagen,T-Cross,2008,295968,2024-09-08,9,Automático
8912,Subaru,Forester,2020,190817,2024-08-27,16,Manual
8913,Volkswagen,Jetta,2009,290962,2024-08-30,10,Automático
8914,Hyundai,Kona,2023,248616,2024-09-02,17,Manual
8915,Volkswagen,T-Cross,2014,252339,2024-09-05,22,Manual
8916,Volkswagen,Touareg,2016,42412,2024-04-27,1,Automático
8917,Peugeot,208,2012,16253,2024-03-16,1,Automático
8918,Honda,Accord,2014,86574,2024-08-07,5,Manual
8919,Toyota,RAV4,2008,195992,2024-08-04,7,Automático
8920,Kia,Seltos,2010,69152,2024-08-15,5,Manual
8921,BMW,X1,2017,42867,2024-05-24,2,Manual
8922,Chevrolet,Onix,2011,250599,2024-08-30,24,Manual
8923,Renault,Logan,2018,65920,2024-08-20,4,Manual
8924,BMW,Z4,2009,183297,2024-08-17,12,Manual
8925,Honda,Accord,2011,292769,2024-09-02,10,Automático
8926,Chevrolet,Prisma,2014,254893,2024-09-08,8,Automático
8927,Renault,Talisman,2008,176131,2024-07-26,5,Automático
8928,Jeep,Patriot,2012,235464,2024-07-29,7,Automático
8929,Subaru,Legacy,2022,61940,2024-07-02,2,Automático
8930,Peugeot,208,2013,131011,2024-08-30,5,Automático
8931,Chevrolet,Sonic,2015,81123,2024-07-23,3,Automático
8932,Subaru,Crosstrek,2018,212354,2024-08-21,14,Manual
8933,Peugeot,208,2010,112483,2024-07-19,4,Automático
8934,Renault,Talisman,2013,110881,2024-07-13,3,Automático
8935,Renault,Kangoo,2020,37108,2024-08-20,3,Manual
8936,Subaru,Tribeca,2008,17855,2024-07-14,1,Manual
8937,Nissan,Rogue,2015,39708,2024-04-28,1,Automático
8938,Subaru,Forester,2022,62779,2024-09-04,5,Manual
8939,Kia,Sorento,2013,177969,2024-08-18,7,Automático
8940,BMW,X1,2019,79095,2024-07-26,3,Automático
8941,Jeep,Grand Cherokee,2021,92356,2024-07-30,6,Manual
8942,Hyundai,Santa Fe,2019,71672,2024-08-12,5,Manual
8943,Subaru,XV,2018,93105,2024-06-23,3,Automático
8944,Peugeot,301,2009,211810,2024-08-21,16,Manual
8945,Kia,Sorento,2022,153147,2024-08-21,15,Manual
8946,Subaru,Ascent,2018,14355,2024-06-09,1,Manual
8947,Honda,Insight,2017,171487,2024-09-08,15,Manual
8948,BMW,118i,2011,266300,2024-09-08,9,Automático
8949,Kia,Sorento,2019,68975,2024-08-13,5,Manual
8950,BMW,X3,2012,22200,2024-06-02,2,Manual
8951,Ford,Explorer,2016,75128,2024-09-03,6,Manual
8952,Toyota,Fortuner,2022,293640,2024-08-24,21,Manual
8953,Chevrolet,Cruz,2008,191180,2024-08-06,6,Automático
8954,Peugeot,308,2009,181585,2024-08-14,13,Manual
8955,Toyota,Land Cruiser,2009,270224,2024-08-10,9,Automático
8956,Jeep,Commander,2012,67645,2024-08-09,5,Manual
8957,Renault,Mégane,2017,28699,2024-05-31,1,Automático
8958,Hyundai,Santa Fe,2019,278755,2024-08-28,25,Manual
8959,Chevrolet,Cobalt,2007,252039,2024-09-03,21,Manual
8960,Chevrolet,Prisma,2023,282406,2024-08-27,23,Manual
8961,Volkswagen,T-Cross,2011,116689,2024-07-27,4,Automático
8962,Fiat,Toro,2023,160013,2024-09-02,10,Manual
8963,Hyundai,Creta,2010,132388,2024-07-20,5,Automático
8964,Volkswagen,T-Cross,2009,44274,2024-08-07,4,Manual
8965,Jeep,Grand Cherokee,2008,240066,2024-09-05,9,Automático
8966,Jeep,Cherokee,2010,43528,2024-04-21,1,Automático
8967,Jeep,Cherokee Trailhawk,2010,88011,2024-08-07,8,Manual
8968,Fiat,Strada,2019,220576,2024-09-07,14,Manual
8969,Subaru,Forester,2008,189095,2024-08-20,6,Automático
8970,Mercedes-Benz,S-Class,2019,225163,2024-08-09,8,Automático
8971,Fiat,Tipo,2013,168664,2024-08-21,14,Manual
8972,Kia,Stonic,2021,139634,2024-08-25,5,Automático
8973,Kia,Sorento,2019,150397,2024-09-05,13,Manual
8974,Hyundai,Creta,2013,138400,2024-07-25,4,Automático
8975,Hyundai,Veloster,2007,159303,2024-08-12,11,Manual
8976,Peugeot,5008,2013,132874,2024-08-26,12,Manual
8977,Honda,Insight,2021,188937,2024-08-27,17,Manual
8978,Mitsubishi,Mirage,2012,115458,2024-07-25,4,Automático
8979,Peugeot,3008,2021,114664,2024-07-09,3,Automático
8980,Nissan,Rogue,2013,83346,2024-05-28,2,Automático
8981,BMW,118i,2012,80833,2024-07-11,5,Manual
8982,Subaru,WRX,2020,266177,2024-08-05,8,Automático
8983,Renault,Kangoo,2008,294359,2024-09-04,29,Manual
8984,Chevrolet,Cruz,2016,182884,2024-09-08,7,Automático
8985,Kia,Sportage,2018,19807,2024-07-29,1,Automático
8986,Hyundai,HB20,2008,174469,2024-09-07,14,Manual
8987,Nissan,March,2007,14362,2024-06-21,1,Automático
8988,Jeep,Wrangler,2018,194557,2024-08-29,7,Automático
8989,Peugeot,508,2012,148855,2024-08-12,4,Automático
8990,Jeep,Commander,2020,242220,2024-07-31,8,Automático
8991,Toyota,Etios,2014,140369,2024-07-22,5,Automático
8992,Subaru,Crosstrek,2015,287816,2024-08-15,9,Automático
8993,Nissan,X-Trail,2010,230907,2024-09-07,7,Automático
8994,Ford,Focus,2008,229721,2024-09-04,19,Manual
8995,Volkswagen,Polo,2009,283826,2024-09-02,11,Automático
8996,Mercedes-Benz,C-Class,2023,261497,2024-08-25,17,Manual
8997,Volkswagen,Arteon,2009,153103,2024-09-01,5,Automático
8998,Toyota,Vios,2010,181825,2024-07-29,7,Automático
8999,Toyota,Etios,2014,107109,2024-08-27,3,Automático
9000,Fiat,Argo,2014,75028,2024-07-22,5,Manual
9001,Renault,Kwid,2023,259356,2024-09-02,22,Manual
9002,Nissan,Versa,2018,180072,2024-09-01,13,Manual
9003,Subaru,Ascent,2009,274374,2024-08-28,9,Automático
9004,Renault,Sandero,2023,270753,2024-08-30,20,Manual
9005,Kia,Seltos,2021,113185,2024-08-22,8,Manual
9006,Ford,Mustang,2010,265577,2024-08-24,9,Automático
9007,Hyundai,HB20,2020,15343,2024-04-27,1,Automático
9008,Peugeot,Expert,2010,121883,2024-07-01,4,Automático
9009,BMW,740i,2017,107235,2024-08-25,10,Manual
9010,Chevrolet,Sonic,2008,147804,2024-07-28,5,Automático
9011,Mercedes-Benz,GLE,2012,128827,2024-08-05,4,Automático
9012,Kia,Sorento,2018,279567,2024-09-07,9,Automático
9013,Fiat,Bravo,2015,69814,2024-08-28,5,Manual
9014,Nissan,March,2017,53182,2024-06-19,2,Automático
9015,Nissan,Altima,2023,129503,2024-08-27,12,Manual
9016,Jeep,Wrangler,2016,110116,2024-09-07,3,Automático
9017,Fiat,Tipo,2016,276782,2024-09-07,25,Manual
9018,Mitsubishi,Galant,2014,278909,2024-09-01,26,Manual
9019,Renault,Duster,2017,207655,2024-08-28,6,Automático
9020,Chevrolet,Trailblazer,2023,234556,2024-08-02,7,Automático
9021,Nissan,Versa,2020,233578,2024-08-20,8,Automático
9022,Hyundai,Elantra,2023,51818,2024-08-22,4,Manual
9023,Chevrolet,Tracker,2017,105548,2024-08-24,7,Manual
9024,Ford,Fiesta,2019,106538,2024-08-14,7,Manual
9025,Jeep,Cherokee,2018,206282,2024-08-31,20,Manual
9026,Renault,Zoe,2015,224057,2024-09-06,16,Manual
9027,Kia,Seltos,2020,15717,2024-07-10,1,Automático
9028,Ford,Focus,2017,215071,2024-08-23,17,Manual
9029,BMW,M3,2020,259253,2024-09-03,22,Manual
9030,Mitsubishi,Montero,2009,146116,2024-08-17,9,Manual
9031,Toyota,C-HR,2018,250049,2024-09-02,9,Automático
9032,Peugeot,Partner,2012,94102,2024-09-03,7,Manual
9033,Chevrolet,Prisma,2008,52755,2024-07-23,4,Manual
9034,Subaru,BRZ,2014,289595,2024-08-09,10,Automático
9035,Subaru,Legacy,2018,26533,2024-06-04,1,Automático
9036,Honda,HR-V,2019,261559,2024-08-18,8,Automático
9037,Kia,Sportage,2010,24275,2024-08-19,1,Automático
9038,Peugeot,208,2010,54382,2024-07-13,2,Automático
9039,Hyundai,i30,2008,228017,2024-09-04,20,Manual
9040,Hyundai,Elantra,2014,48010,2024-05-24,1,Automático
9041,Jeep,Gladiator,2016,40553,2024-07-26,3,Manual
9042,Chevrolet,Cobalt,2023,69161,2024-08-13,2,Automático
9043,Nissan,March,2010,49920,2024-05-07,1,Automático
9044,Peugeot,Expert,2018,180666,2024-08-03,7,Automático
9045,Volkswagen,Polo,2023,247314,2024-08-07,9,Automático
9046,Renault,Captur,2016,274016,2024-08-22,10,Automático
9047,Toyota,Etios,2009,42701,2024-08-31,3,Manual
9048,Jeep,Liberty,2021,204842,2024-08-18,8,Automático
9049,Jeep,Renegade,2014,168297,2024-09-03,12,Manual
9050,Toyota,Hilux,2009,264309,2024-08-26,18,Manual
9051,Toyota,Fortuner,2009,53362,2024-07-21,2,Automático
9052,Jeep,Grand Cherokee,2008,165419,2024-07-15,5,Automático
9053,Ford,Kuga,2007,75675,2024-08-01,6,Manual
9054,Fiat,Strada,2021,299585,2024-09-04,11,Automático
9055,BMW,740i,2023,71517,2024-08-20,2,Automático
9056,Honda,WR-V,2016,226458,2024-08-22,8,Automático
9057,Renault,Mégane,2016,114431,2024-08-30,4,Automático
9058,BMW,i3,2013,57819,2024-09-01,3,Manual
9059,Nissan,Kicks,2018,240615,2024-09-03,19,Manual
9060,Renault,Clio,2019,102293,2024-08-07,8,Manual
9061,Honda,City,2007,102031,2024-08-30,4,Automático
